season,n_days,bias,mae,rmse,correlation
1,296,1.3959791556190138,1.3963194820313178,1.516416093980861,0.9338006535341141
2,273,0.593281431612208,0.685426439890334,0.7898409675454211,0.9896192502564216
3,368,-0.23907497288633497,0.3644143505331891,0.4804963022950012,0.9924507933787658
4,316,0.4593169260243716,0.5954905332510371,0.7951779850497132,0.9928745576422885
