date,obs_sst,copernicus_sst
2020-12-31,11.444444444444445,
2021-01-01,11.329166666666666,
2021-01-02,11.200000000000001,
2021-01-03,11.125,
2021-01-04,11.091666666666667,
2021-01-05,10.920833333333334,
2021-01-06,10.833333333333334,
2021-01-07,10.708333333333334,
2021-01-08,10.7875,
2021-01-09,10.670833333333333,
2021-01-10,10.695833333333333,
2021-01-11,10.6625,
2021-01-12,10.541666666666666,
2021-01-13,10.491666666666667,
2021-01-14,10.583333333333334,
2021-01-15,10.458333333333334,
2021-01-16,10.304166666666667,
2021-01-17,10.174999999999999,
2021-01-18,10.066666666666666,
2021-01-19,10.025,
2021-01-20,10.125,
2021-01-21,10.170833333333333,
2021-01-22,10.090909090909092,
2021-01-23,10.0375,
2021-01-24,10.104166666666666,
2021-01-25,10.170833333333333,
2021-01-26,10.054166666666665,
2021-01-27,10.095833333333333,
2021-01-28,9.945833333333335,
2021-01-29,9.845833333333333,
2021-01-30,9.8375,
2021-01-31,9.858333333333334,
2021-02-01,9.858333333333334,
2021-02-02,9.7875,
2021-02-03,9.754166666666666,
2021-02-04,9.8375,
2021-02-05,9.725,
2021-02-06,9.613043478260868,
2021-02-07,9.579166666666667,
2021-02-08,9.4625,
2021-02-09,9.545833333333333,
2021-02-10,9.508333333333333,
2021-02-11,9.512500000000001,
2021-02-12,9.860869565217392,
2021-02-13,9.625,
2021-02-14,9.612499999999999,
2021-02-15,9.275,
2021-02-16,9.208333333333334,
2021-02-17,9.045833333333333,
2021-02-18,8.958333333333334,
2021-02-19,9.1625,
2021-02-20,9.204166666666667,
2021-02-21,9.179166666666665,
2021-02-22,9.070833333333333,
2021-02-23,8.933333333333334,
2021-02-24,8.950000000000001,
2021-02-25,8.908333333333333,
2021-02-26,8.945833333333335,
2021-02-27,8.995833333333334,
2021-02-28,8.9625,
2021-03-01,8.916666666666666,
2021-03-02,8.929166666666667,
2021-03-03,9.120833333333334,
2021-03-04,9.0,
2021-03-05,9.1,
2021-03-06,8.958333333333334,
2021-03-07,9.1,
2021-03-08,9.154166666666667,
2021-03-09,9.512500000000001,
2021-03-10,9.470833333333333,
2021-03-11,9.445833333333333,
2021-03-12,9.166666666666666,
2021-03-13,9.395833333333334,
2021-03-14,9.950000000000001,
2021-03-15,9.591666666666667,
2021-03-16,9.3,
2021-03-17,9.316666666666668,
2021-03-18,9.75,
2021-03-19,9.758333333333333,
2021-03-20,9.6875,
2021-03-21,9.65,
2021-03-22,9.549999999999999,
2021-03-23,9.491666666666667,
2021-03-24,9.666666666666666,
2021-03-25,10.083333333333334,
2021-03-26,10.1625,
2021-03-27,9.904166666666667,
2021-03-28,10.120833333333334,
2021-03-29,10.458333333333334,
2021-03-30,10.408333333333333,
2021-03-31,10.512500000000001,
2021-04-01,10.566666666666666,
2021-04-02,10.583333333333334,
2021-04-03,10.445833333333333,
2021-04-04,10.116666666666665,
2021-04-05,10.516666666666667,
2021-04-06,10.866666666666667,
2021-04-07,11.191666666666668,
2021-04-08,10.841666666666667,
2021-04-09,11.2125,
2021-04-10,11.5,
2021-04-11,11.704166666666666,
2021-04-12,11.241666666666667,
2021-04-13,10.820833333333333,
2021-04-14,11.0375,
2021-04-15,11.254166666666668,
2021-04-16,11.225,
2021-04-17,11.149999999999999,
2021-04-18,11.375,
2021-04-19,11.758333333333333,
2021-04-20,13.012500000000001,
2021-04-21,12.6,
2021-04-22,12.333333333333334,
2021-04-23,12.183333333333332,
2021-04-24,12.229166666666666,
2021-04-25,12.704166666666666,
2021-04-26,12.725,
2021-04-27,12.887500000000001,
2021-04-28,13.404166666666667,
2021-04-29,13.333333333333334,
2021-04-30,13.266666666666666,
2021-05-01,13.137500000000001,
2021-05-02,13.191666666666665,
2021-05-03,13.379166666666668,
2021-05-04,13.2125,
2021-05-05,13.595833333333333,
2021-05-06,13.4375,
2021-05-07,13.516666666666666,
2021-05-08,13.465217391304348,
2021-05-09,14.170833333333334,
2021-05-10,13.858333333333334,
2021-05-11,13.870833333333335,
2021-05-12,15.020833333333334,
2021-05-13,16.266666666666666,
2021-05-14,15.4625,
2021-05-15,15.375,
2021-05-16,15.291666666666666,
2021-05-17,15.104166666666666,
2021-05-18,16.404166666666665,
2021-05-19,17.283333333333335,
2021-05-20,15.950000000000001,
2021-05-21,16.083333333333332,
2021-05-22,17.291666666666668,
2021-05-23,17.654166666666665,
2021-05-24,17.433333333333334,
2021-05-25,17.108333333333334,
2021-05-26,16.775000000000002,
2021-05-27,16.908333333333335,
2021-05-28,16.641666666666666,
2021-05-29,16.908333333333335,
2021-05-30,17.229166666666668,
2021-05-31,17.599999999999998,
2021-06-01,18.029166666666665,
2021-06-02,18.266666666666666,
2021-06-03,18.375,
2021-06-04,18.645833333333332,
2021-06-05,19.0,
2021-06-06,19.125,
2021-06-07,19.041666666666668,
2021-06-08,19.183333333333334,
2021-06-09,19.229166666666668,
2021-06-10,19.1125,
2021-06-11,20.579166666666666,
2021-06-12,20.441666666666666,
2021-06-13,20.83913043478261,
2021-06-14,20.104166666666668,
2021-06-15,19.516666666666666,
2021-06-16,20.408333333333335,
2021-06-17,20.6375,
2021-06-18,20.474999999999998,
2021-06-19,21.175,
2021-06-20,21.258333333333333,
2021-06-21,21.758333333333336,
2021-06-22,21.620833333333334,
2021-06-23,21.958333333333332,
2021-06-24,22.108333333333334,
2021-06-25,22.337500000000002,
2021-06-26,22.429166666666664,
2021-06-27,22.875,
2021-06-28,23.5,
2021-06-29,23.95,
2021-06-30,23.979166666666668,
2021-07-01,24.5,
2021-07-02,24.40833333333333,
2021-07-03,22.7,
2021-07-04,22.45,
2021-07-05,22.47083333333333,
2021-07-06,22.462500000000002,
2021-07-07,22.599999999999998,
2021-07-08,23.291666666666668,
2021-07-09,23.825,
2021-07-10,23.837500000000002,
2021-07-11,23.895833333333332,
2021-07-12,23.962500000000002,
2021-07-13,23.891666666666666,
2021-07-14,23.97083333333333,
2021-07-15,24.441666666666666,
2021-07-16,25.278260869565216,
2021-07-17,26.0,
2021-07-18,25.579166666666666,
2021-07-19,25.958333333333332,
2021-07-20,26.7,
2021-07-21,27.266666666666666,
2021-07-22,27.8625,
2021-07-23,28.224999999999998,
2021-07-24,28.379166666666666,
2021-07-25,27.9875,
2021-07-26,27.65416666666667,
2021-07-27,27.645833333333332,
2021-07-28,27.712500000000002,
2021-07-29,27.458333333333332,
2021-07-30,27.4375,
2021-07-31,27.474999999999998,
2021-08-01,27.208333333333332,
2021-08-02,28.099999999999998,
2021-08-03,27.516666666666666,
2021-08-04,27.704166666666666,
2021-08-05,28.037499999999998,
2021-08-06,28.162499999999998,
2021-08-07,28.15416666666667,
2021-08-08,28.150000000000002,
2021-08-09,28.037499999999998,
2021-08-10,28.379166666666666,
2021-08-11,28.525000000000002,
2021-08-12,28.166666666666668,
2021-08-13,27.837500000000002,
2021-08-14,27.833333333333332,
2021-08-15,28.004347826086956,
2021-08-16,27.9875,
2021-08-17,28.02916666666667,
2021-08-18,28.320833333333336,
2021-08-19,28.145833333333332,
2021-08-20,27.883333333333336,
2021-08-21,27.724999999999998,
2021-08-22,27.775000000000002,
2021-08-23,27.59166666666667,
2021-08-24,27.4875,
2021-08-25,27.645833333333332,
2021-08-26,27.708333333333332,
2021-08-27,27.508333333333336,
2021-08-28,27.333333333333332,
2021-08-29,27.304166666666664,
2021-08-30,27.150000000000002,
2021-08-31,27.170833333333334,
2021-09-01,27.129166666666666,
2021-09-02,27.087500000000002,
2021-09-03,27.145833333333332,
2021-09-04,26.991666666666664,
2021-09-05,26.579166666666666,
2021-09-06,25.866666666666664,
2021-09-07,25.829166666666666,
2021-09-08,26.087500000000002,
2021-09-09,26.070833333333336,
2021-09-10,26.224999999999998,
2021-09-11,26.40833333333333,
2021-09-12,26.308333333333334,
2021-09-13,26.025000000000002,
2021-09-14,25.662499999999998,
2021-09-15,25.175,
