지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22308,2025-05-29 17:00,,,,,,,,,,,,
22308,2025-05-29 18:00,,,,,,,,,,,,
22308,2025-05-29 19:00,,,,,,,,,,,,
22308,2025-05-29 20:00,,,,,,,,,,,,
22308,2025-05-29 21:00,,,,,,,,,,,,
22308,2025-05-29 22:00,,,,,,,,,,,,
22308,2025-05-29 23:00,,,,,,,,,,,,
22308,2025-05-30 00:00,,,,,,,,,,,,
22308,2025-05-30 01:00,,,,,,,,,,,,
22308,2025-05-30 02:00,,,,,,,,,,,,
22308,2025-05-30 03:00,,,,,,,,,,,,
22308,2025-05-30 04:00,,,,,,,,,,,,
22308,2025-05-30 05:00,,,,,,,,,,,,
22308,2025-05-30 06:00,,,,,,,,,,,,
22308,2025-05-30 07:00,,,,,,,,,,,,
22308,2025-05-30 08:00,,,,,,,,,,,,
22308,2025-05-30 09:00,,,,,,,,,,,,
22308,2025-05-30 10:00,2,6,3.1,1015.1,83,18.3,21.7,.1,.1,.1,,286
22308,2025-05-30 11:00,.4,33,2.2,1015,77,19.7,23.6,.1,,,,316
22308,2025-05-30 12:00,4,312,4.8,1015.3,85,18.5,19.3,.2,.2,,,50
22308,2025-05-30 13:00,3.5,313,4.3,1014.8,82,18.8,19.3,.2,.2,,5,234
22308,2025-05-30 14:00,3.4,307,4.1,1014.3,82,18.9,19.5,.3,.2,,3.6,272
22308,2025-05-30 15:00,3,315,3.6,1013.5,80,19.1,19.7,.2,.2,,5.9,213
22308,2025-05-30 16:00,3.4,317,3.9,1013.3,81,19.2,19.7,.2,.2,,5,84
22308,2025-05-30 17:00,2.6,317,3.2,1012.8,83,19.2,19.7,.3,.2,,4.3,254
22308,2025-05-30 18:00,2.4,320,2.8,1012.3,84,19.2,19.6,.3,.2,,4.3,236
22308,2025-05-30 19:00,2,339,2.5,1012.1,86,18.9,19.5,.3,.2,,4.3,261
22308,2025-05-30 20:00,1.9,312,2.5,1012.4,91,18.5,19.3,.3,.2,.1,4.8,175
22308,2025-05-30 21:00,3.8,310,4.7,1013.1,86,18.8,19.2,.3,.2,.2,6.7,206
22308,2025-05-30 22:00,2.8,325,3.3,1013.2,88,18.7,19.3,.3,.2,.1,3,326
22308,2025-05-30 23:00,3.3,315,3.8,1013.5,91,18.6,19.2,.3,.2,.1,7.7,209
22308,2025-05-31 00:00,1.3,322,1.7,1013.2,95,18.3,19.2,.3,.2,.1,6.3,198
22308,2025-05-31 01:00,2.3,300,2.7,1012.9,94,18.4,19.1,.3,,.1,7.1,209
22308,2025-05-31 02:00,1.2,276,1.6,1012.6,94,18.3,19,.3,,.2,4.8,298
22308,2025-05-31 03:00,2.9,159,3.4,1012.4,97,17.9,18.8,.3,,.1,7.1,210
22308,2025-05-31 04:00,2.4,153,3.6,1012.7,98,17.8,18.9,.3,,.1,6.7,210
22308,2025-05-31 05:00,3.3,200,3.9,1012.8,98,17.7,18.9,.3,,.2,4.5,216
22308,2025-05-31 06:00,2.8,204,3.3,1013.2,96,17.7,18.8,.3,,.2,5,222
22308,2025-05-31 07:00,2.7,206,3,1013.1,95,17.8,18.7,.3,,.1,6.3,212
22308,2025-05-31 08:00,3.8,235,4.5,1013.8,93,17.9,18.7,.3,,.1,7.1,205
22308,2025-05-31 09:00,2.6,210,3,1013.3,86,18.5,18.3,.2,,.1,6.7,209
22308,2025-05-31 10:00,2.1,203,2.8,1013.3,84,18.1,18.8,.3,,.1,5.6,264
22308,2025-05-31 11:00,2.9,169,3.5,1013.1,89,18,19,.3,,.1,7.1,219
22308,2025-05-31 12:00,2.8,197,3.5,1013.3,88,17.8,19,.3,,.1,5.9,229
22308,2025-05-31 13:00,3.1,203,4,1012.8,82,18.1,19.2,.3,,.2,6.3,219
22308,2025-05-31 14:00,2.6,207,3.6,1012,86,18.1,19.3,.4,,.2,5.9,216
22308,2025-05-31 15:00,1.3,211,1.7,1011.4,80,18.5,19.1,.4,,.2,4.2,212
22308,2025-05-31 16:00,1.2,245,2.1,1011.4,78,18.7,19.3,.3,,.2,4.3,202
22308,2025-05-31 17:00,2.2,224,2.8,1011.1,75,18.7,19.3,.3,,.2,6.7,215
22308,2025-05-31 18:00,1.7,248,2.2,1010.8,77,18.7,19.3,.3,,.1,5.9,210
22308,2025-05-31 19:00,.7,7,1,1010.5,83,18.5,19.2,.3,,.2,6.7,201
22308,2025-05-31 20:00,1,40,1.5,1010.8,87,18.4,19.3,.3,,.2,4.8,182
22308,2025-05-31 21:00,1.2,78,1.4,1011.1,91,18.2,19.2,.4,,.2,5.3,60
22308,2025-05-31 22:00,.1,266,.7,1011.8,92,18,19.2,.3,,.1,5.6,187
22308,2025-05-31 23:00,.8,38,1.1,1012,95,18.1,19.2,.3,,.1,5,350
22308,2025-06-01 00:00,3.1,75,4.3,1011.4,96,18,19.1,.4,,.1,5.9,170
22308,2025-06-01 01:00,1.6,188,2,1011.5,94,17.8,19.3,.2,,.1,6.3,175
22308,2025-06-01 02:00,.6,231,1.1,1011.3,92,17.7,19.2,.3,,.1,5.9,199
22308,2025-06-01 03:00,.7,37,1,1011.2,93,17.6,19,.2,,.1,7.7,209
22308,2025-06-01 04:00,1.1,38,1.5,1011.1,95,17.8,18.9,.3,,.1,7.1,202
22308,2025-06-01 05:00,.4,93,1.1,1011.2,96,17.6,18.8,.3,,.1,5,261
22308,2025-06-01 06:00,.6,120,1.1,1011.7,97,17.7,19,.3,,.1,4.8,56
22308,2025-06-01 07:00,.6,119,.9,1011.8,95,18,18.8,.3,,.1,5.9,7
22308,2025-06-01 08:00,1.3,173,1.9,1011.9,97,17.6,18.7,.2,,.1,7.1,208
22308,2025-06-01 09:00,1.6,134,2.1,1011.9,93,18.1,19,.4,,.1,5.3,210
22308,2025-06-01 10:00,2.3,84,3,1011.8,94,18,19.2,.3,,.1,5.6,239
22308,2025-06-01 11:00,2.5,91,4.6,1011.8,99,16.5,19.2,.2,,.1,6.3,220
22308,2025-06-01 12:00,2.4,81,3,1011.5,96,17,19.5,.3,,.1,4.3,281
22308,2025-06-01 13:00,1.7,94,2.3,1010.9,88,17.7,20,.2,,.1,6.3,212
22308,2025-06-01 14:00,.9,150,1.4,1010.4,78,18.6,20.7,.2,.1,.1,6.7,219
22308,2025-06-01 15:00,0,31,.3,1010.1,71,20.4,20.6,.3,.2,.1,5.6,220
22308,2025-06-01 16:00,.6,294,1.2,1009.6,67,20.5,21,.2,.2,.1,5.3,220
22308,2025-06-01 17:00,.7,293,1.3,1009.2,66,20.3,22.1,.2,.2,.1,4.8,203
22308,2025-06-01 18:00,1,15,1.7,1008.9,65,20.2,21.7,.2,.2,.1,5.3,212
22308,2025-06-01 19:00,1.1,5,2,1009,68,19.9,21.5,.3,.2,.1,7.1,212
22308,2025-06-01 20:00,1.6,29,2.1,1009.1,68,19.7,20.9,.3,.2,.1,5.3,205
22308,2025-06-01 21:00,1.9,81,2.3,1008.8,72,19.6,20.9,.3,.2,.1,5,226
22308,2025-06-01 22:00,2.4,102,3,1009.2,73,19.6,20.6,.3,.2,.1,5.6,275
22308,2025-06-01 23:00,2.7,115,3.2,1009,80,19.3,20.2,.3,.2,.1,6.3,8
22308,2025-06-02 00:00,2,123,2.5,1008.4,87,19,20.2,.2,.2,,8.3,227
