epoch,train_loss,val_loss,train_rmse,val_rmse,loss_gap
1,0.011116174809786526,0.27945195629646385,14.848889940689274,15.436059305401843,0.2683357814866773
2,0.02671642693269601,0.06719048061114018,7.095117378366123,7.568968725469717,0.04047405367844417
3,0.003726363222375953,0.03171527963970676,4.8014514477019,5.200164777639225,0.027988916417330804
4,0.0019157167651080867,0.008301972718722869,2.6872247954228268,2.660562671865956,0.006386255953614782
5,0.0018796597587560498,0.010970265175664977,2.9427634625067385,3.0583798466470697,0.009090605416908927
6,0.0019046735408113852,0.008053207957356699,2.6231737596126026,2.6203982571766833,0.006148534416545314
7,0.0021654072449759283,0.011314661402350943,3.052547866483481,3.1060156382641737,0.009149254157375015
8,0.002247076900485327,0.011498097672611118,3.0289557515158774,3.1310922365933544,0.00925102077212579
9,0.0019084600900194082,0.011653426847716525,3.0135032028097677,3.1521702450412072,0.009744966757697118
10,0.0016765052890593583,0.012083098060483811,3.048513275252724,3.2097559330452587,0.010406592771424453
11,0.0015402399342610846,0.011827618449065002,3.008247958281268,3.175641759457704,0.010287378514803918
12,0.001482942602625762,0.012077342549798012,3.032306290467535,3.2089913589299384,0.010594399947172251
13,0.0013880161072795999,0.01102245430553974,2.8990244309710786,3.065646209798969,0.00963443819826014
14,0.0012997441210707656,0.010394072717747846,2.817913525079622,2.976978823565023,0.009094328596677081
15,0.0012374514698502014,0.009915261547435087,2.7534883222607673,2.907601975204966,0.008677810077584886
16,0.0011679718933250342,0.008891680908280453,2.609468652563613,2.7534348104617705,0.007723709014955419
