season,n_days,bias,mae,rmse,correlation
1,302,1.5859521220254842,1.5980162587579774,1.819540484365257,0.892096643226179
2,241,0.3918696333270437,0.6723096288735951,0.9075532554959265,0.9667752764244099
3,365,-0.34174596966159576,0.4088607195381661,0.5158334332214546,0.9933663394363484
4,364,0.08488583100617192,0.46981251821730713,0.594890925673054,0.9953241638956702
