지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22183,2025-01-01 00:00,5.1,6,6.5,1023.9,65,4.9,8.2,.3,.2,.1,2.8,333
22183,2025-01-01 01:00,2,47,3.7,1024.1,66,4.1,9,.3,.2,.1,2.6,329
22183,2025-01-01 02:00,1.9,55,109.7,1024.2,65,4.4,8.9,.2,.1,.1,2.7,334
22183,2025-01-01 03:00,1.4,46,2.3,1024,66,4.5,8.9,.5,.3,.2,4.9,349
22183,2025-01-01 04:00,1.4,47,2.5,1024,66,4.3,8.9,.1,.1,0,2,358
22183,2025-01-01 05:00,1.5,25,2.8,1023.8,66,5,8.8,.1,0,0,2,235
22183,2025-01-01 06:00,3.1,121,3.7,1023.5,72,3.6,8.8,.1,.1,0,2.2,88
22183,2025-01-01 07:00,2.4,120,3,1023.7,76,3.8,8.4,.2,.1,.1,2.1,349
22183,2025-01-01 08:00,2.7,138,4.4,1024.1,73,3.9,8,.3,.1,.1,2.2,126
22183,2025-01-01 09:00,3.4,129,4.5,1024.4,77,2.7,8,.1,0,0,2,130
22183,2025-01-01 10:00,3.6,124,4.3,1024.5,78,3.1,8,.3,.1,.1,3.4,153
22183,2025-01-01 11:00,1.4,131,2.3,1024.6,73,4.5,8.1,.4,.1,.1,4.3,258
22183,2025-01-01 12:00,2.5,208,3,1024.8,66,5.6,8.8,.1,.1,0,3.4,21
22183,2025-01-01 13:00,1.6,179,2,1024.5,64,6,8.8,.2,.1,.1,2.9,215
22183,2025-01-01 14:00,.5,117,1,1023.9,60,7.7,9,.2,0,0,2.1,32
22183,2025-01-01 15:00,.9,39,1.4,1023.6,60,7.5,9.1,.2,.1,0,4,20
22183,2025-01-01 16:00,1.2,33,1.9,1022.9,57,7.7,9.2,.3,.1,.1,3.6,51
22183,2025-01-01 17:00,4.8,3,5.8,1022.8,51,8.2,9.2,.2,.1,0,2,46
22183,2025-01-01 18:00,4.5,5,5.2,1022.6,52,8.3,9.1,.3,.1,.1,2.3,208
22183,2025-01-01 19:00,3.4,354,4,1022.7,54,8.3,9.2,.9,0,0,2.1,310
22183,2025-01-01 20:00,2.3,340,2.7,1023.1,58,8.4,9.1,.1,.1,0,3.8,200
22183,2025-01-01 22:00,1.5,138,2.3,1023.9,79,5.7,8.1,.5,0,0,3,203
22183,2025-01-01 23:00,2.4,130,3.1,1024.3,79,5.4,8.3,.5,.3,.2,5.8,205
22183,2025-01-02 00:00,2.7,140,3.5,1024.3,79,5.6,8.1,.2,.1,.1,3.4,328
22183,2025-01-02 01:00,2.3,139,2.7,1024.3,80,5.5,8.8,0,0,0,2,61
22183,2025-01-02 02:00,2,137,2.5,1024.3,81,5.6,8.9,.1,0,0,2,189
22183,2025-01-02 03:00,2.4,128,2.7,1024.3,80,5.5,9,.5,.3,.2,5.8,15
22183,2025-01-02 04:00,1.7,142,2.2,1024.5,81,5.1,9,.1,.1,0,3.6,54
22183,2025-01-02 05:00,1.9,131,2.4,1024.3,83,5.6,9.1,.2,0,0,4.6,46
