지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22183,2023-01-01 00:00,2.5,211,3.2,1031.8,66,5.5,7.9,.1,0,0,2.5,352
22183,2023-01-01 01:00,2.2,242,2.6,1031.5,66,5.8,7.1,.1,0,0,2.4,202
22183,2023-01-01 02:00,2.3,243,2.9,1031.3,71,5.7,6.8,0,0,0,2.2,210
22183,2023-01-01 03:00,1.5,243,1.8,1031.2,77,5.6,6.6,0,0,0,2.9,286
22183,2023-01-01 04:00,1.2,168,1.9,1030.6,85,4.9,6.7,.1,.1,.1,2.9,206
22183,2023-01-01 05:00,1.5,130,2.5,1030.3,84,4.8,6.8,0,0,0,3,333
22183,2023-01-01 06:00,1.3,164,1.7,1030.6,87,4.6,7.6,0,0,0,3.1,9
22183,2023-01-01 07:00,1.3,9,1.9,1030.9,81,5.3,7.8,.2,.1,.1,3.6,64
22183,2023-01-01 08:00,3,11,3.8,1031.4,79,5.2,7.8,0,0,0,3.3,5
22183,2023-01-01 09:00,2.4,8,2.8,1031.8,81,4.8,8,.2,.1,.1,3,278
22183,2023-01-01 10:00,3.2,33,4.1,1032,83,4.6,8.2,.5,.1,.1,3.5,352
22183,2023-01-01 11:00,2.4,29,3,1032,78,4.7,8.1,.2,.1,.1,3.1,2
22183,2023-01-01 12:00,2.6,47,3.4,1031.4,76,5.3,8.1,.1,.1,0,2.8,57
22183,2023-01-01 13:00,0,304,1,1031.2,70,6.7,8.4,.1,.1,.1,3,54
22183,2023-01-01 14:00,5.1,349,6.9,1030.3,66,6.6,7.4,.1,0,0,2.9,161
22183,2023-01-01 15:00,8.1,0,9.9,1030.2,77,5.7,7.2,.4,.2,.2,2.2,334
22183,2023-01-01 16:00,7.7,2,9.4,1030.5,75,5.2,7.1,.5,.4,.3,2.5,341
22183,2023-01-01 17:00,8,355,10,1030.8,73,4.9,7.3,.5,.4,.3,2.6,347
22183,2023-01-01 18:00,7.9,355,9.9,1031.2,63,4.7,7.7,.8,.4,.3,3,345
22183,2023-01-01 19:00,7.9,6,10.7,1031.2,58,4.5,7.8,.6,.4,.3,2.8,354
22183,2023-01-01 20:00,8.5,0,11.2,1031.8,59,4.4,7.9,.7,.4,.2,2.9,354
22183,2023-01-01 21:00,9,5,11.4,1032.3,60,4.3,8,.7,.4,.3,2.9,358
22183,2023-01-01 22:00,9.5,3,12.1,1032.5,63,4,7.9,.7,.6,.4,2.9,355
22183,2023-01-01 23:00,9,6,12,1032.7,63,3.9,7.8,.8,.6,.4,2.8,352
22183,2023-01-02 00:00,8.6,16,11.4,1032.8,63,3.9,7.8,.6,.4,.3,2.4,355
22183,2023-01-02 01:00,9.2,4,12.1,1032.7,59,3.7,7.7,.5,.3,.2,2.2,338
22183,2023-01-02 02:00,9.2,4,11.9,1032.8,59,3.6,7.3,.4,.3,.2,2.2,345
22183,2023-01-02 03:00,9.9,12,13.2,1033.2,59,3.1,7.1,.5,.4,.3,2.3,341
22183,2023-01-02 04:00,10.7,12,13.2,1033,63,2.7,6.9,.6,.4,.3,2.4,1
22183,2023-01-02 05:00,9.2,18,12.4,1032.8,64,2.3,6.9,.7,.5,.4,2.7,1
22183,2023-01-02 06:00,7.4,21,10.6,1032.9,64,2,7.1,.8,.4,.3,2.9,355
22183,2023-01-02 07:00,6.3,36,8.8,1033,67,1.3,7.6,.5,.4,.2,3.1,351
22183,2023-01-02 08:00,6.5,28,8.4,1033.4,67,1.3,7.8,.5,.3,.2,2.9,7
22183,2023-01-02 09:00,5.4,28,6.8,1033.8,69,1.3,7.9,.4,.3,.2,2.9,16
22183,2023-01-02 10:00,5.6,16,7.3,1033.8,67,1.2,7.7,1,.3,.2,3.2,40
22183,2023-01-02 11:00,6.8,9,9.3,1033.5,69,1.5,8,.4,.3,.2,2.5,0
22183,2023-01-02 12:00,8.7,2,13.6,1032.6,69,2.2,7.9,.4,.3,.2,2.4,15
22183,2023-01-02 13:00,10.3,353,13.8,1031.8,64,2,7.9,.7,.5,.3,2.5,358
22183,2023-01-02 14:00,10.4,358,13.9,1031.3,59,2.1,7.9,.7,.5,.4,2.5,341
22183,2023-01-02 15:00,11.5,355,14.8,1031,57,2,7.8,.8,.6,.4,2.6,348
22183,2023-01-02 16:00,10.6,355,14.6,1031.3,61,2.1,7.4,.9,.7,.4,2.6,352
22183,2023-01-02 17:00,10.5,5,14,1031.7,62,1.9,7,1,.6,.4,2.8,352
22183,2023-01-02 18:00,9.7,353,12.4,1032.5,63,1.9,6.9,1,.7,.4,2.9,355
22183,2023-01-02 19:00,8.9,6,11.7,1032.8,65,2.4,7.1,.8,.5,.3,2.9,355
22183,2023-01-02 20:00,7.8,11,10.3,1032.9,65,2.7,7.6,.6,.5,.3,2.9,352
22183,2023-01-02 21:00,7.7,14,9.9,1032.1,68,2.9,7.8,.9,.4,.3,2.9,340
22183,2023-01-02 22:00,10.4,352,13.5,1031.9,60,3.3,7.8,.8,.5,.3,2.9,348
22183,2023-01-02 23:00,9.7,1,12.3,1031.6,63,3,7.8,.8,.6,.4,2.9,351
22183,2023-01-03 00:00,10.2,358,13.6,1031.5,62,2.8,7.9,.8,.6,.4,2.8,347
22183,2023-01-03 01:00,8.6,347,11.5,1031.3,64,2.8,7.8,.7,.5,.4,2.6,347
22183,2023-01-03 02:00,8.8,1,11.3,1031.4,64,2.8,7.2,.7,.5,.3,2.4,344
22183,2023-01-03 03:00,7.4,8,9.6,1031.9,65,2.7,6.8,.4,.4,.3,2.3,338
22183,2023-01-03 04:00,6.9,12,9.3,1031.9,67,2.7,6.6,.5,.3,.2,2.2,348
22183,2023-01-03 05:00,4.6,42,6.6,1031.4,72,2.1,6.6,.4,.3,.2,2.1,352
22183,2023-01-03 06:00,4.9,45,6.8,1031.3,71,1.8,6.6,.3,.2,.1,2.2,11
22183,2023-01-03 07:00,5,41,6.5,1031.2,72,1.4,6.9,.3,.2,.1,2.4,23
22183,2023-01-03 08:00,6.3,43,8.3,1031.5,74,1.3,7.3,.3,.2,.1,2.5,42
22183,2023-01-03 09:00,5.3,45,7.2,1031.6,75,1.2,7.6,.4,.2,.2,2.8,33
22183,2023-01-03 10:00,2.9,27,4.5,1032,73,1,7.8,.6,.3,.2,2.8,16
22183,2023-01-03 11:00,3.8,33,5.1,1032,72,1.4,7.7,.3,.2,.1,2.4,39
22183,2023-01-03 12:00,2.9,33,4,1031.3,70,1.6,7.9,.3,.2,.1,2.5,36
22183,2023-01-03 13:00,3.8,23,4.8,1030.2,68,2.6,7.9,.5,.1,.1,3,354
22183,2023-01-03 14:00,3.4,11,4.7,1029.7,69,3.2,7.8,.1,.1,.1,2.6,217
22183,2023-01-03 15:00,5.1,19,7.2,1029.5,68,3.7,7.9,.1,.1,.1,2.5,188
22183,2023-01-03 16:00,5.3,1,7.1,1029.5,70,3.5,7.7,.1,.1,.1,2.7,90
22183,2023-01-03 17:00,3.8,342,5.7,1029.7,71,3.5,7.1,.1,.1,.1,2.1,331
22183,2023-01-03 18:00,5.5,11,6.8,1030,72,3.1,6.7,.6,.2,.1,4,237
22183,2023-01-03 19:00,5.7,14,7.2,1030.3,73,2.6,6.7,.2,.2,.1,2.1,14
22183,2023-01-03 20:00,5.9,18,7.4,1030.5,75,2.2,7.3,.2,.2,.1,2.2,355
22183,2023-01-03 21:00,5.7,25,7.4,1030.7,75,1.7,7.6,.3,.2,.1,2.4,355
22183,2023-01-03 22:00,5.1,19,6.6,1030.7,77,1.6,7.6,.6,.2,.2,2.7,22
22183,2023-01-03 23:00,4,8,5.4,1030.8,77,1.9,7.8,.2,.2,.1,2.4,350
22183,2023-01-04 00:00,3,39,4.4,1030.8,79,1.7,7.8,.2,.1,.1,2.2,330
22183,2023-01-04 01:00,5.1,54,7,1030.9,78,1.4,7.7,.1,.1,.1,2.1,9
22183,2023-01-04 02:00,6.1,59,7.7,1030.8,75,1.1,7.6,.6,.2,.2,2.6,358
22183,2023-01-04 03:00,6.5,53,8,1031,63,.7,7.4,.1,.1,.1,1.9,36
22183,2023-01-04 04:00,5.1,54,6.8,1031,66,.4,6.9,.2,.1,.1,2.2,355
22183,2023-01-04 05:00,4.4,45,5.8,1031.1,60,.7,6.6,.1,0,.1,2.3,278
22183,2023-01-04 06:00,1.9,19,2.8,1031.3,61,.9,6.5,.1,0,0,2.2,344
22183,2023-01-04 07:00,1.1,13,1.7,1031.7,64,1.2,6.6,.2,.1,.1,3.6,67
22183,2023-01-04 08:00,1.6,143,2.6,1031.9,75,.8,7.4,.1,0,0,2.9,237
22183,2023-01-04 09:00,2.2,181,3,1032.2,73,1.8,7.4,.1,.1,.1,3.9,42
22183,2023-01-04 10:00,3.5,220,4.8,1032.6,75,2.4,7.6,.6,.2,.1,4.8,18
22183,2023-01-04 11:00,.9,262,2.1,1032.8,69,3.4,7.6,.2,.1,.1,3.3,164
22183,2023-01-04 12:00,2.3,309,3.3,1032.1,66,4.8,7.8,.1,.1,.1,2.9,61
22183,2023-01-04 13:00,3.7,302,5.4,1031.4,65,5.4,7.8,.5,.1,.1,3.2,43
22183,2023-01-04 14:00,3.5,15,4.6,1030.7,68,5.4,7.8,.1,.1,.1,2.2,315
22183,2023-01-04 15:00,5.1,328,7,1030.5,65,5.8,7.6,.2,.1,.1,3.3,85
22183,2023-01-04 16:00,5.6,359,7,1030.6,64,5.7,7.8,.6,.2,.1,2.5,195
