지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22186,2025-01-01 00:00,5.4,326,7.4,1024.1,61,5.8,11.1,2,1.3,.9,7.1,327
22186,2025-01-01 01:00,4.3,312,7.1,1023.8,62,6,11.1,1.8,1.2,.8,7.1,337
22186,2025-01-01 02:00,5,300,7.5,1023.6,61,6.3,11.1,1.8,1.1,.7,6.7,329
22186,2025-01-01 03:00,6.3,313,8.6,1023.4,58,7,11.1,1.4,1,.7,7.1,330
22186,2025-01-01 04:00,6.2,296,8.1,1023,55,7.1,11.2,1.6,.9,.7,6.7,327
22186,2025-01-01 05:00,6.2,310,9.7,1022.9,55,7.3,11.2,1.3,1,.7,6.7,331
22186,2025-01-01 06:00,6.2,305,9.3,1023,57,7.6,11.2,1.5,.9,.6,6.3,326
22186,2025-01-01 07:00,6.1,311,8.5,1023.3,53,7.7,11.1,1.7,.9,.6,5.9,319
22186,2025-01-01 08:00,6,310,8.1,1023.6,53,7.8,11.1,1.5,.9,.6,5.9,310
22186,2025-01-01 09:00,5.7,311,7.5,1023.9,47,8.1,11,1.4,.9,.6,4.5,307
22186,2025-01-01 10:00,4.9,322,7.2,1024.4,46,8.2,11,1.3,.8,.6,4.8,299
22186,2025-01-01 11:00,5.6,321,7.7,1024.6,51,8.3,11,1.2,.8,.6,4.5,298
22186,2025-01-01 12:00,5.7,312,7.6,1023.8,55,8.4,10.9,1.3,.8,.6,4.8,306
22186,2025-01-01 13:00,5.6,309,7.4,1023.4,54,8.6,10.9,1.6,.9,.6,4.8,307
22186,2025-01-01 14:00,4.7,295,6.1,1022.8,53,8.7,11.1,1.2,.9,.6,5.3,320
22186,2025-01-01 15:00,4.5,299,7.4,1022.5,55,8.8,11.2,1.1,.8,.6,5.3,322
22186,2025-01-01 16:00,4.1,305,5.8,1022.5,56,8.9,11.2,1.1,.8,.6,5.6,329
22186,2025-01-01 17:00,5.1,315,7.8,1022.3,56,8.9,11.2,,.8,.5,5,323
22186,2025-01-01 18:00,4.6,325,6.6,1022.5,58,9,11.2,1.1,.8,.5,5.6,316
22186,2025-01-01 19:00,5,323,6.6,1023.1,59,8.9,11.2,1.3,.8,.6,5.3,317
22186,2025-01-01 20:00,4.9,320,6.7,1023.5,56,8.8,11.2,1.2,.8,.5,5.3,315
22186,2025-01-01 21:00,5.2,316,7,1023.9,55,8.9,11.1,1.2,.7,.5,5.6,323
22186,2025-01-01 22:00,5.1,325,7.2,1024,55,8.8,11,1.3,.8,.5,5,313
22186,2025-01-01 23:00,5.3,314,7.9,1024.1,55,8.7,11,1.3,.7,.5,5.3,316
22186,2025-01-02 00:00,5.8,322,7.1,1024.3,56,8.6,11.1,1.3,.8,.5,6.3,336
22186,2025-01-02 01:00,5.3,336,7.5,1024.2,56,8.4,11.1,1.1,.8,.6,5.6,337
22186,2025-01-02 02:00,5,339,7,1024.3,58,8.2,11.1,1.2,.8,.5,5.9,341
22186,2025-01-02 03:00,4.8,346,7.4,1024.5,66,7.9,11.1,1.2,.7,.5,5.9,341
22186,2025-01-02 04:00,4.9,351,7.2,1024.5,68,7.7,11.1,.9,.7,.5,5.9,338
22186,2025-01-02 05:00,5.8,4,8.1,1024.4,72,7.1,11.1,1.1,.7,.5,5.6,338
22186,2025-01-02 06:00,5.9,5,7.7,1024.7,70,6.5,11.1,1.2,.7,.5,5,317
22186,2025-01-02 07:00,4.4,3,6,1024.9,66,6.3,11.1,.9,.7,.5,3.4,343
22186,2025-01-02 08:00,5.1,5,7.3,1025.3,57,6.2,11.1,.8,.6,.4,3.8,341
22186,2025-01-02 09:00,5.3,359,7.4,1025.9,54,6.2,11,1.1,.7,.5,4.8,303
22186,2025-01-02 10:00,5.9,356,7.9,1026.5,52,6.2,11,.8,.6,.4,3.7,340
22186,2025-01-02 11:00,6,0,8.2,1026.6,52,6.1,11,1,.7,.5,4,329
22186,2025-01-02 12:00,5,17,6.4,1025.9,55,5.9,10.9,1,.6,.5,4.5,319
22186,2025-01-02 13:00,5,9,7.4,1025,56,5.8,10.8,.9,.6,.4,4.3,330
22186,2025-01-02 14:00,5,17,7.4,1024.5,51,5.7,10.8,1,.6,.4,4.3,337
22186,2025-01-02 15:00,5.1,10,7.4,1024.7,52,5.8,11,.9,.6,.4,3.6,340
22186,2025-01-02 16:00,5.7,12,7.5,1024.7,51,5.8,11.1,.9,.6,.4,4.5,341
22186,2025-01-02 17:00,6.3,16,9,1024.8,53,5.8,11.1,1,.7,.5,4.2,350
22186,2025-01-02 18:00,7.1,9,9.3,1025.2,47,5.6,11.1,1.1,.8,.5,4.3,347
22186,2025-01-02 19:00,7.2,3,9.6,1026,49,5.7,11.1,1.2,.8,.5,4.5,348
22186,2025-01-02 20:00,7,6,9.3,1026.1,50,5.6,11.1,1.4,.8,.6,4.3,334
22186,2025-01-02 21:00,6.8,0,9,1026.4,50,5.6,11,1.1,.8,.6,4.5,343
22186,2025-01-02 22:00,7.2,354,9.1,1027,53,5.3,10.9,1.2,.8,.6,4.3,344
22186,2025-01-02 23:00,7.5,355,10.8,1027,55,5.3,10.9,1.4,.8,.6,3.8,343
22186,2025-01-03 00:00,7.6,349,10.6,1026.7,56,5.5,11,1.3,1,.7,4,344
22186,2025-01-03 01:00,8.2,347,10.1,1026.5,58,5.5,11,1.6,.9,.7,4.3,345
22186,2025-01-03 02:00,9.4,337,12.7,1026.3,58,5.5,11,1.6,1,.7,4.5,348
22186,2025-01-03 03:00,10,337,13.3,1026.1,54,5.1,11,1.7,1,.8,4.5,338
22186,2025-01-03 04:00,9.8,347,12.3,1026.1,54,4.6,11,2.3,1.4,1,5.6,344
22186,2025-01-03 05:00,9.3,348,12.7,1025.8,53,4.4,11,2.5,1.4,1,5.6,337
22186,2025-01-03 06:00,8.9,350,13.2,1026,50,4.2,11,2.6,1.5,1,5.6,340
22186,2025-01-03 07:00,8.6,352,12.1,1026.4,58,4.3,11,2.6,1.7,1.1,5.9,336
22186,2025-01-03 08:00,8.9,12,12.3,1027.2,56,3.7,11,2.2,1.5,1.1,6.3,329
22186,2025-01-03 09:00,7.4,4,11.2,1028.1,48,3.4,11,2.3,1.6,1.1,5.9,330
22186,2025-01-03 10:00,6.3,21,9.2,1028.5,47,3.2,10.9,2.2,1.4,1,6.3,327
22186,2025-01-03 11:00,4.2,345,6.4,1028.9,48,3.4,10.8,2.2,1.4,1,6.3,331
22186,2025-01-03 12:00,2,321,6.6,1028.4,51,3.5,10.7,1.9,1.3,.9,6.3,329
22186,2025-01-03 13:00,6.8,306,9.7,1027.5,50,4,10.7,2,1.2,.8,6.3,324
22186,2025-01-03 14:00,7.2,311,9.9,1027.3,53,4.1,10.6,1.8,1.1,.8,6.3,331
22186,2025-01-03 15:00,7.3,299,9.8,1026.8,54,4.4,10.7,1.6,1.1,.8,6.3,333
22186,2025-01-03 16:00,7.7,292,10.9,1026.6,57,4.9,10.8,1.5,1,.7,6.3,333
