season,n_days,bias,mae,rmse,correlation
1,295,-0.2907862255169668,0.5397544305473925,0.6522707446648475,0.9738016764107829
2,273,0.029810028225560503,0.5351524014087408,0.7060559947649391,0.9803382947340593
3,368,2.445236393505212,2.525968179767801,3.009826722464605,0.8852708957266023
4,362,0.5619066850410187,1.279256549147143,1.7228772379430228,0.962662732289399
