epoch,train_loss,val_loss,train_rmse,val_rmse,loss_gap
1,0.010699680505437046,0.17752149247830468,9.304432491520254,9.564258687974112,0.16682181197286763
2,0.05178306911826006,0.12008859236043792,6.273516852802149,7.866412854814612,0.06830552324217787
3,0.036898797810284,0.044730217478496315,3.903957823572435,4.800940564509737,0.007831419668212318
4,0.007640773086622476,0.021851831556556105,2.6640213322744764,3.3555966442812117,0.014211058469933629
5,0.003959067961042521,0.010776296618801518,1.535705157661558,2.3564628160935603,0.006817228657758997
6,0.0027883183611895185,0.00973829472304455,1.455905264460522,2.2400992102451003,0.00694997636185503
7,0.0025315561196341376,0.009418466614418421,1.45578194819957,2.203007255275587,0.006886910494784283
8,0.002494547879844429,0.009255173302200787,1.450785815304181,2.1838266320148927,0.006760625422356358
9,0.0025171625318397596,0.0093822956930439,1.4560013063445885,2.198772920507489,0.006865133161204141
10,0.002539999122273552,0.009511101784951547,1.4705563252857785,2.213814524868513,0.006971102662677996
11,0.0025444979984169365,0.009210936572038796,1.4620343339126578,2.178601175413355,0.0066664385736218594
12,0.002450341864157808,0.009168229237777971,1.4887205261592702,2.173544811284409,0.006717887373620163
13,0.002335290802829391,0.008817002552506678,1.4665023162542572,2.131505097367243,0.0064817117496772875
14,0.002287097224809651,0.008338967948827204,1.4196623469246175,2.072917062832844,0.0060518707240175525
15,0.0021650924363851996,0.007876126198763295,1.3712387225679248,2.014569146449234,0.0057110337623780955
16,0.0020366024238960474,0.007375496898605605,1.2837244191355763,1.9494920435799596,0.005338894474709558
17,0.0019263329942651815,0.007162780171659376,1.281416719335966,1.9211735879846146,0.005236447177394194
18,0.001869365278820015,0.00700399126769474,1.262752286801319,1.8997597818605974,0.005134625988874725
19,0.0018090227749403918,0.006976966507275033,1.2666774188806704,1.896090842843234,0.005167943732334641
20,0.0017070396539132183,0.006736570534720907,1.2491984658565622,1.8631390211415304,0.005029530880807689
21,0.0016662108498125704,0.0066895141906179335,1.2371248447232719,1.8566201582698914,0.005023303340805363
22,0.0016075669536946531,0.006775444381344015,1.2502814929628878,1.8685069509800052,0.005167877427649362
23,0.0015968746706946637,0.006821637023905558,1.2953486365050608,1.8748657178477977,0.0052247623532108945
24,0.0015802369933698341,0.006722984763777994,1.283967555405646,1.8612595952838973,0.0051427477704081605
