season,n_days,bias,mae,rmse,correlation
1,284,-0.8131440748222866,0.8765360392661373,1.0887058768486442,0.9651316778597138
2,255,0.02824248119547265,0.4387373282945991,0.5321166919713437,0.9884980750253991
3,322,-0.3422336126870313,0.5975808684016539,0.7900158079382886,0.9804266594874433
4,353,-0.3058686058893749,0.5425384549980252,0.6802129680101437,0.9941769416090958
