지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22191,2024-01-01 00:00,7.1,346,9.6,1029.7,74,4.3,9.9,3.1,2.1,1.3,7.6,346
22191,2024-01-01 01:00,7,345,9.3,1029.6,74,4.5,9.9,3.5,2.2,1.4,7.7,328
22191,2024-01-01 02:00,5.5,10,8.3,1029.8,73,4.5,9.9,2.7,1.8,1.2,7.7,345
22191,2024-01-01 03:00,4.9,320,7.7,1030.2,72,4.5,9.9,2.7,1.7,1.1,7.2,343
22191,2024-01-01 04:00,4.8,355,7,1030.1,73,4.6,9.9,3.1,1.7,1,7.8,357
22191,2024-01-01 05:00,3.5,340,5.8,1030,74,4.5,9.9,2.8,1.5,1,7.6,2
22191,2024-01-01 06:00,2.8,24,5.1,1030.1,73,4.6,9.9,2.6,1.5,1,7.4,356
22191,2024-01-01 07:00,2.9,347,4.9,1030.8,74,4.6,9.9,2.2,1.4,.9,7.5,0
22191,2024-01-01 08:00,1.7,323,3.4,1031.1,72,4.4,9.9,2,1.3,.8,7.6,10
22191,2024-01-01 09:00,1.7,306,4.3,1031.4,72,4.6,9.9,2.3,1.4,.9,7,19
22191,2024-01-01 10:00,1.7,356,3.1,1031.6,71,4.6,9.9,2.2,1.2,.8,7.1,1
22191,2024-01-01 11:00,1.5,347,2.8,1031.7,70,4.7,9.9,2.1,1.3,.8,7.7,340
22191,2024-01-01 12:00,2.7,274,4.1,1031.3,71,4.8,9.9,1.9,1.1,.7,7.2,336
22191,2024-01-01 13:00,3,281,4.1,1030.4,73,4.8,9.9,2,1,.7,7.2,338
22191,2024-01-01 14:00,5.5,288,7.7,1029.7,76,4.8,9.9,2,1,.6,7.1,6
22191,2024-01-01 15:00,4.1,278,5.5,1028.8,76,4.5,9.9,1.7,.9,.5,6.9,276
22191,2024-01-01 16:00,4.1,292,5.6,1028.4,77,4.4,9.9,1.8,.9,.6,7.5,11
22191,2024-01-01 17:00,3.3,288,4.7,1028.3,76,4.5,9.9,1.6,.8,.5,7.1,190
22191,2024-01-01 18:00,3.1,276,5.2,1028.4,76,4.6,9.9,1.6,.7,.5,7.2,212
22191,2024-01-01 19:00,4.5,280,6.6,1028.6,75,4.8,9.9,1.4,.6,.4,7.1,237
22191,2024-01-01 20:00,5.1,283,6.9,1028.6,76,4.8,10,1.2,.5,.4,7.4,180
22191,2024-01-01 21:00,4.9,280,6.5,1028.5,74,4.9,10.1,1.3,.6,.3,6.7,150
22191,2024-01-01 22:00,4.1,272,6,1027.9,73,4.8,9.9,1.2,.5,.3,6.5,164
22191,2024-01-01 23:00,4.2,293,6.6,1028.2,70,4.5,10,1.2,.5,.3,6.2,152
22191,2024-01-02 00:00,4.3,281,6.3,1027.8,71,4.6,10,1.2,.5,.3,6.1,8
22191,2024-01-02 01:00,4.5,276,5.5,1027.5,70,4.8,10,1,.4,.3,6.6,47
22191,2024-01-02 02:00,6,264,9.2,1027.3,70,5.1,9.9,1.1,.4,.3,6,338
22191,2024-01-02 03:00,5.8,253,8,1027.1,68,4.9,9.9,1.1,.4,.3,5.9,6
22191,2024-01-02 04:00,6.9,271,9,1026.8,71,4.6,10,1.1,.4,.3,5.5,350
22191,2024-01-02 05:00,4.5,257,6.3,1026.2,71,4.8,10,1.1,.4,.3,5.8,339
22191,2024-01-02 06:00,5.9,268,7.8,1025.8,74,5.2,10,1,.4,.3,5.5,291
22191,2024-01-02 07:00,5,269,6.6,1025.7,74,5.4,10,.9,.4,.2,6.2,349
22191,2024-01-02 08:00,5.5,289,7.5,1026,72,5.7,10,1,.3,.2,5.7,163
22191,2024-01-02 09:00,4.4,289,6.5,1025.5,71,5.4,9.9,.9,.4,.2,5.7,180
22191,2024-01-02 10:00,5.2,308,6.6,1025.6,71,5.6,10,1.1,.4,.3,6.1,114
22191,2024-01-02 11:00,3.7,283,5.4,1025.5,68,5.5,10,.9,.4,.2,5.5,56
22191,2024-01-02 12:00,5,296,6.9,1025.1,72,5.3,10,1,.4,.2,6.2,23
22191,2024-01-02 13:00,4.2,293,5.9,1024.8,72,5.1,9.9,1,.4,.2,5.5,54
22191,2024-01-02 14:00,4,316,5.5,1023.9,69,4.9,9.9,.9,.4,.2,5.3,118
22191,2024-01-02 15:00,3.8,318,5.6,1023.7,68,4.9,9.9,1,.3,.2,5.3,333
22191,2024-01-02 16:00,3.4,313,4.9,1023.4,68,5,9.9,.8,.3,.2,6.2,315
22191,2024-01-02 17:00,2.8,319,3.6,1023.4,68,5.1,9.9,.9,.3,.2,6.3,339
22191,2024-01-02 18:00,2.9,4,3.7,1023.6,66,5.1,9.9,.7,.3,.2,6.4,18
22191,2024-01-02 19:00,2.7,2,3.8,1023.8,64,5.2,9.9,.8,.3,.2,6.8,204
22191,2024-01-02 20:00,2.6,344,3.4,1023.6,62,5.4,9.9,.8,.3,.2,7.2,173
22191,2024-01-02 21:00,1.6,314,3,1023.8,60,5.5,10,.8,.2,.2,7.4,183
22191,2024-01-02 22:00,3.4,308,4.8,1023.8,61,5.7,10,.7,.2,.1,6.8,152
22191,2024-01-02 23:00,3.9,302,5.4,1023.7,61,5.6,10,.8,.3,.2,6.8,121
22191,2024-01-03 00:00,4.4,291,6.1,1023.6,61,5.6,10,.8,.3,.2,7.3,40
22191,2024-01-03 01:00,4.3,300,5.9,1023.2,62,5.5,10,.7,.3,.2,6.9,331
22191,2024-01-03 02:00,5,296,6.3,1022.9,62,5.4,9.9,.8,.3,.2,7,344
22191,2024-01-03 03:00,4.6,300,6.5,1022.8,62,5.4,9.9,.8,.3,.2,6.7,5
22191,2024-01-03 04:00,4.8,302,6.4,1022.4,63,5.2,10,.9,.3,.2,6.2,12
22191,2024-01-03 05:00,4.9,304,7,1021.8,68,5.2,10,.9,.3,.2,6.4,349
22191,2024-01-03 06:00,6.1,301,7.7,1021.6,69,5.4,9.8,.8,.3,.2,5.9,40
