지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22298,2024-01-01 00:00,5.5,11,8.7,1027.2,64,7.6,12.8,3.6,2.5,1.7,6,350
22298,2024-01-01 01:00,5.7,2,8.6,1027,64,7.5,12.8,4.3,2.5,1.7,6.1,347
22298,2024-01-01 02:00,4.3,358,7.2,1027.2,61,7.5,12.8,3.8,2.2,1.7,6.1,352
22298,2024-01-01 03:00,5.3,23,7.6,1027.4,62,7.6,12.8,3.6,2.4,1.6,6.3,348
22298,2024-01-01 04:00,5.7,11,8.4,1027.5,64,7.7,12.8,3.1,2.2,1.4,6.5,350
22298,2024-01-01 05:00,4,353,7.5,1027.5,63,7.5,12.8,3.8,2.4,1.6,6.5,343
22298,2024-01-01 06:00,4.1,19,6.6,1027.6,64,7.6,12.8,3.2,2.1,1.5,6.3,344
22298,2024-01-01 07:00,3.6,0,6.3,1028.2,63,7.8,12.7,3,2,1.3,5.9,348
22298,2024-01-01 08:00,2,4,3.9,1028.6,59,7.9,12.7,2.9,1.8,1.2,5.7,343
22298,2024-01-01 09:00,2.4,52,5.2,1029,60,7.9,12.8,2.9,1.8,1.2,5.6,337
22298,2024-01-01 10:00,2,8,4,1029.7,61,7.9,12.7,2.6,1.6,1.1,5.6,341
22298,2024-01-01 11:00,2,15,3.6,1029.7,61,8.1,12.7,2.2,1.5,1,5.2,338
22298,2024-01-01 12:00,1.8,336,3.4,1029.2,61,8.1,12.7,2.3,1.4,1,5.2,336
22298,2024-01-01 14:00,2,311,4,1027.4,57,8.5,12.7,2,1.2,.9,5.5,343
22298,2024-01-01 15:00,2.1,279,4,1026.8,59,8.4,12.7,1.7,1.2,.8,5.6,345
22298,2024-01-01 16:00,2.6,332,5,1026.6,63,8.4,12.7,1.8,1.2,.8,5.9,343
22298,2024-01-01 17:00,2.7,315,5.7,1026.2,62,8.6,12.7,1.6,1.1,.8,5.9,340
22298,2024-01-01 19:00,1.7,311,3.3,1026.6,58,8.5,12.7,1.7,1.2,.8,5.7,343
22298,2024-01-01 20:00,2.2,286,4.4,1026.8,60,8.7,12.6,2.1,1.2,.8,5.6,347
22298,2024-01-02 00:00,2.3,340,3.4,1026,63,8.5,12.7,1.2,.9,.6,4.7,345
22298,2024-01-02 01:00,2.7,344,4.5,1025.6,67,8.5,12.7,1.2,.8,.6,4.7,350
22298,2024-01-02 02:00,2.3,304,3.9,1025.4,67,8.5,12.7,1.4,.8,.5,4.6,337
22298,2024-01-02 03:00,2.7,314,3.8,1025.4,70,8.5,12.7,1.1,.7,.5,4.6,352
22298,2024-01-02 04:00,4,321,5.9,1025,71,8.4,12.7,.9,.6,.4,4.4,345
22298,2024-01-02 05:00,4.4,298,6,1024.6,70,8.6,12.7,.8,.6,.4,4.1,338
22298,2024-01-02 06:00,3.8,310,5.7,1024.4,69,8.5,12.7,1,.6,.4,3.8,348
22298,2024-01-02 07:00,3.4,281,4.8,1024.1,69,8.5,12.7,.8,.6,.4,3.7,348
22298,2024-01-02 08:00,5.5,323,7.3,1024.2,71,8.5,12.7,.8,.6,.4,3.6,343
22298,2024-01-02 09:00,5.2,311,7.6,1024.4,69,8.5,12.7,1,.6,.4,3.4,331
22298,2024-01-02 10:00,4.9,329,6.6,1024.2,68,8.5,12.7,.8,.6,.4,3.2,320
22298,2024-01-02 11:00,4.2,326,5.6,1024.3,68,8.5,12.7,1,.7,.5,3.4,320
22298,2024-01-02 12:00,4.6,321,6.5,1023.8,69,8.2,12.7,1,.7,.5,3.5,299
22298,2024-01-02 13:00,4.7,317,6.2,1022.7,69,8.2,12.7,1,.7,.5,3.4,307
22298,2024-01-02 14:00,4.3,308,6.3,1022.4,67,8.3,12.7,.9,.6,.4,3.5,302
22298,2024-01-02 15:00,5.6,321,7.4,1021.8,66,8.4,12.7,1,.6,.4,3.5,307
22298,2024-01-02 17:00,3.8,343,5.8,1022,66,8.4,12.7,.9,.6,.4,3.5,317
22298,2024-01-02 18:00,3,359,4.5,1021.5,65,8.5,12.7,.8,.6,.4,3.6,323
22298,2024-01-02 19:00,3,341,4.7,1021.8,65,8.5,12.7,.7,.5,.3,3.5,302
22298,2024-01-02 20:00,3.3,348,4.3,1021.6,67,8.5,12.7,.8,.5,.3,3.4,315
22298,2024-01-02 21:00,2.7,336,3.9,1021.7,66,8.5,12.7,.7,.5,.3,3.3,320
22298,2024-01-02 22:00,4,338,5.6,1021.3,68,8.5,12.7,.7,.5,.3,3.3,5
22298,2024-01-02 23:00,5.3,304,9.4,1021.4,67,8.2,12.7,.7,.5,.3,3.2,315
22298,2024-01-03 00:00,6.2,297,7.6,1021.9,78,6.3,12.7,.8,.6,.4,3,331
22298,2024-01-03 01:00,5.2,284,7.4,1022,78,5.9,12.7,1,.5,.4,2.9,312
22298,2024-01-03 02:00,5.7,326,7.4,1021.5,77,5.8,12.7,.7,.5,.3,3.1,317
22298,2024-01-03 03:00,5.1,329,7,1021.2,76,5.8,12.6,.8,.5,.4,3,322
22298,2024-01-03 04:00,5.7,333,7.4,1020.5,77,5.8,12.6,.8,.5,.3,3.1,309
22298,2024-01-03 05:00,2.1,338,3.8,1019.8,72,5.8,12.6,1.1,.5,.4,3.1,316
22298,2024-01-03 06:00,2.7,328,4.2,1019.4,63,6.8,12.7,.7,.5,.3,3.3,326
22298,2024-01-03 07:00,6.2,335,8,1019.7,58,7.7,12.6,.8,.5,.4,3.1,327
22298,2024-01-03 08:00,7.6,335,9.9,1020.1,60,7.7,12.6,.9,.6,.4,3,327
22298,2024-01-03 09:00,7.8,347,10,1020.6,58,7.6,12.7,1.1,.8,.5,3.2,329
22298,2024-01-03 10:00,7.8,334,9.8,1021.2,60,7.6,12.4,1.1,.8,.6,3.2,326
22298,2024-01-03 11:00,7.6,339,9.8,1021.3,62,7.7,12.4,1.3,.9,.7,3.3,305
22298,2024-01-03 12:00,8.5,332,11,1021.2,60,7.9,12.5,1.2,1,.7,3.5,316
22298,2024-01-03 13:00,8.6,320,10.8,1020.6,61,7.9,12.5,1.6,1.1,.8,3.6,310
22298,2024-01-03 14:00,10.1,316,12.8,1020.2,58,8.1,12.5,1.8,1.3,.9,4,309
22298,2024-01-03 15:00,10,316,13.6,1020.4,58,8.3,12.4,2.2,1.4,1,4.1,312
22298,2024-01-03 16:00,10.2,310,13.7,1020.6,57,8.5,12.4,2.4,1.6,1.1,4.5,306
22298,2024-01-03 17:00,10.8,312,14.3,1021,53,8.6,12.5,2.9,1.8,1.3,4.8,313
22298,2024-01-03 18:00,11.1,320,14.5,1021.9,56,7.8,12.5,3.1,2,1.4,4.9,303
22298,2024-01-03 19:00,10,322,13.9,1022.4,61,7.4,12.5,3.3,2.2,1.5,5.2,309
22298,2024-01-03 20:00,9.2,336,12.5,1022.9,55,7.4,12.6,3.7,2.3,1.6,5.3,302
22298,2024-01-03 21:00,8.3,344,11.6,1023.3,55,7.5,12.7,3.4,2.3,1.5,5.3,310
22298,2024-01-03 22:00,8.7,345,11.6,1023.5,60,7.6,12.7,3,2.2,1.4,5.1,291
22298,2024-01-03 23:00,7.1,323,9.6,1024,51,7.1,12.6,2.9,2,1.3,5,309
22298,2024-01-04 00:00,6.4,331,8.5,1023.9,57,7,12.6,2.9,1.7,1.2,4.9,291
22298,2024-01-04 01:00,4.8,352,8.1,1024,55,6.9,12.4,3.1,1.7,1.2,4.9,292
22298,2024-01-04 02:00,4.1,310,6.3,1023.8,57,6.7,12.3,2.9,1.8,1.2,5.1,302
