지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22183,2022-01-01 00:00,5.3,35,7.4,1033,70,.3,8.8,.8,.5,.3,3,2
22183,2022-01-01 01:00,4.6,58,6.9,1033.1,73,-.4,8.8,.4,.3,.2,2.5,352
22183,2022-01-01 02:00,7.3,59,9.4,1032.2,71,-.7,8.8,.6,.1,.2,2.3,354
22183,2022-01-01 03:00,6.6,49,8.1,1032.2,71,-.8,8.8,.1,.1,.1,2.2,52
22183,2022-01-01 04:00,6,42,7.5,1032.2,68,-1,8.2,.1,.1,.1,3.1,212
22183,2022-01-01 05:00,7,44,9.1,1031.8,68,-1.1,7.6,.2,.1,.1,2.2,330
22183,2022-01-01 06:00,6.3,32,8.3,1031.9,67,-1.4,7.6,.3,.2,.1,2,16
22183,2022-01-01 07:00,5.6,26,7.9,1032.3,67,-1.6,7.6,.3,.2,.2,2.4,19
22183,2022-01-01 08:00,7.1,16,9.2,1032.3,61,-1.6,8.1,.3,.2,.1,2.6,30
22183,2022-01-01 09:00,5.3,359,7.2,1033.2,52,-1.8,8.6,.5,.3,.2,3,11
22183,2022-01-01 10:00,6,14,8.2,1033.2,51,-.9,8.9,.6,.3,.2,2.9,14
22183,2022-01-01 11:00,7.1,39,9.7,1032.2,49,-.4,8.9,.4,.3,.2,2.9,11
22183,2022-01-01 12:00,5,21,7.4,1031.8,46,.1,8.9,.5,.3,.2,2.8,21
22183,2022-01-01 13:00,4.6,23,6,1030.4,40,1,9.1,.4,.3,.2,2.6,352
22183,2022-01-01 14:00,3.7,24,5.5,1029,43,1.9,8.9,.3,.2,.1,2.5,357
22183,2022-01-01 15:00,4.1,9,5.6,1028.3,45,2.4,8.9,.3,.1,.1,2.2,352
22183,2022-01-01 16:00,3.9,21,5.5,1028.2,43,3.2,8.8,.4,.1,.1,3.8,205
22183,2022-01-01 17:00,4,12,5.3,1028.4,43,3.7,8,.2,.1,.1,3.2,177
22183,2022-01-01 18:00,3.6,8,4.6,1028.6,45,3.7,7.6,.3,.1,.1,3.1,268
22183,2022-01-01 19:00,3.5,25,4.8,1028.7,45,3.5,7.7,.2,.1,.1,2.6,167
22183,2022-01-01 20:00,3.2,40,4.2,1028.4,44,3.3,7.9,.2,.1,.1,2.3,351
22183,2022-01-01 21:00,2.8,8,3.8,1028.2,46,3.3,8.6,.7,.2,.1,3.4,199
22183,2022-01-01 22:00,2.1,34,3,1028.3,49,3.1,8.7,.1,.1,.1,2.3,9
22183,2022-01-01 23:00,1.8,34,2.9,1028.2,50,3.3,8.9,.2,.1,.1,2.3,4
22183,2022-01-02 00:00,2.2,322,3.6,1028.2,60,3.4,8.7,.1,.1,.1,2.3,7
22183,2022-01-02 01:00,2.9,324,3.9,1027.9,53,3.2,8.7,.4,.1,.1,2.9,254
22183,2022-01-02 02:00,4,355,5.9,1027.7,68,3.3,8.7,.1,0,0,2,338
22183,2022-01-02 03:00,5.3,31,6.7,1027.7,65,3,8.7,.2,.1,.1,2.8,165
22183,2022-01-02 04:00,4.6,61,5.6,1027,64,2.6,8.2,0,0,0,2.9,196
22183,2022-01-02 05:00,4,137,5.6,1026.2,69,1.9,7.9,0,0,0,2.3,201
22183,2022-01-02 06:00,4.1,128,5.4,1026.6,62,2.2,7.5,.1,0,0,1.9,167
22183,2022-01-02 07:00,2.8,125,3.9,1027.2,59,2.5,7.5,.3,.1,.1,3.6,78
22183,2022-01-02 08:00,2,178,2.6,1027.7,57,2.7,7.6,.1,.1,.1,2.7,205
22183,2022-01-02 09:00,3.2,194,4.6,1027.8,54,3.1,8,.3,.1,.1,3.5,50
22183,2022-01-02 10:00,1.9,139,2.8,1028.2,58,4.4,8.7,.5,.1,.1,4.1,14
22183,2022-01-02 11:00,3.6,216,4.5,1028.2,60,4.7,8.8,.1,.1,.1,2.9,30
22183,2022-01-02 12:00,.3,342,1.1,1027.6,64,6.2,8.8,.2,.1,.1,3.5,26
22183,2022-01-02 13:00,1.7,340,3.4,1026.9,71,6.6,9,.1,.1,.1,2.9,50
22183,2022-01-02 14:00,8.3,3,11.2,1026.5,75,6.6,8.9,.2,.1,.1,2.6,94
22183,2022-01-02 15:00,8.2,359,10.5,1026.6,70,6.1,8.8,.7,.4,.3,2.4,343
22183,2022-01-02 16:00,8.3,4,10.1,1026.8,67,5.6,8.8,.4,.4,.2,2.4,357
22183,2022-01-02 17:00,8.4,3,10.5,1026.9,66,5.3,8.7,.4,.3,.2,2.1,336
22183,2022-01-02 18:00,7.8,13,10,1027.3,68,4.9,8.1,1,.2,.2,2,347
22183,2022-01-02 19:00,7.1,350,9.2,1028.1,68,4.6,7.8,.4,.3,.2,2,340
22183,2022-01-02 20:00,7,356,9,1028.4,65,4.1,7.5,.4,.2,.2,2.1,344
22183,2022-01-02 21:00,6.4,356,9.2,1028.3,66,4,8,.7,.2,.2,2.2,343
22183,2022-01-02 22:00,6,359,8.3,1028,66,3.8,8.4,.5,.2,.2,2.5,344
22183,2022-01-02 23:00,6.2,1,7.8,1027.9,66,3.8,8.7,.6,.3,.2,2.9,0
22183,2022-01-03 00:00,5.1,14,7,1027.8,64,3.7,8.6,.5,.3,.2,2.9,7
22183,2022-01-03 01:00,4.2,10,5.8,1027.4,64,3.3,8.8,.4,.3,.2,2.7,4
22183,2022-01-03 02:00,3.8,20,6.1,1027.4,64,3.1,8.6,.2,.2,.1,2.4,7
22183,2022-01-03 03:00,3.3,39,4.4,1027.5,62,3,8.8,.2,.2,.1,2.6,50
22183,2022-01-03 04:00,2.5,61,3.6,1027.4,66,2.5,8.6,.1,.2,.1,3.1,333
22183,2022-01-03 05:00,1.9,52,2.9,1027.5,65,2.2,8.1,.1,0,.1,3.4,277
22183,2022-01-03 06:00,2.9,56,4.3,1027.6,66,2.1,7.7,.1,.1,0,2.7,172
22183,2022-01-03 07:00,3.7,58,4.9,1027.7,68,1.8,7.5,.2,.1,.1,3.1,68
22183,2022-01-03 08:00,3.6,44,5.1,1028,73,1.8,7.5,.1,.1,.1,2.5,14
22183,2022-01-03 09:00,2,42,3.1,1028.1,68,2.2,7.7,.2,.1,.1,3.7,338
22183,2022-01-03 10:00,1.7,32,2.6,1028.6,68,2.6,8.3,1,.2,.2,5.1,357
22183,2022-01-03 11:00,1.8,17,2.8,1028.4,70,2.7,8.5,.2,.1,.1,3.4,14
22183,2022-01-03 12:00,2.4,31,3.8,1027.3,69,2.9,8.7,.1,.1,.1,3.4,354
22183,2022-01-03 13:00,2,20,3.1,1026.1,69,3.5,8.7,.1,0,.1,3.4,189
22183,2022-01-03 14:00,6.4,357,7.5,1025.4,68,4.5,8.8,.2,.1,.1,3.4,45
22183,2022-01-03 15:00,6.8,352,8.3,1024.6,69,4.5,8.9,.2,.1,.1,2.4,16
22183,2022-01-03 16:00,5.9,354,7.5,1025.1,69,4.5,8.9,.3,.2,.1,2.3,15
22183,2022-01-03 17:00,5,341,6.6,1025.4,69,4.5,8.7,.2,.1,.1,2.1,347
